,customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Average_tenure_Charges,Average_Annual_Charges
814,4785-NKHCX,5,Yes,Month-to-month,Bank transfer (automatic),20.05,94.15,0,18.830000000000002,56.34912718204489
815,3196-NVXLZ,25,Yes,Month-to-month,Mailed check,84.6,2088.05,0,83.522,296.1773049645391
816,6275-YDUVO,2,Yes,Month-to-month,Mailed check,86.2,178.7,1,89.35,24.87703016241299
817,0036-IHMOT,55,Yes,One year,Bank transfer (automatic),103.7,5656.75,0,102.85,654.5901639344263
818,0115-TFERT,21,Yes,Month-to-month,Electronic check,111.2,2317.1,1,110.33809523809524,250.04676258992805
819,4178-EGMON,70,Yes,Two year,Credit card (automatic),88.0,5986.45,0,85.52071428571428,816.334090909091
820,4220-TINQT,61,Yes,Month-to-month,Electronic check,106.35,6751.35,0,110.67786885245903,761.7884344146687
821,5318-YKDPV,43,Yes,Two year,Credit card (automatic),79.15,3566.6,0,82.94418604651163,540.7353126974099
822,7975-TZMLR,47,Yes,One year,Electronic check,103.1,4889.3,0,104.02765957446809,569.074684772066
823,0295-QVKPB,5,Yes,Month-to-month,Credit card (automatic),63.95,318.1,0,63.620000000000005,59.6903831118061
824,4335-BSMJS,62,Yes,Two year,Credit card (automatic),25.8,1563.95,0,25.225,727.4186046511628
825,2311-QYMUQ,16,Yes,Month-to-month,Credit card (automatic),89.45,1430.25,1,89.390625,191.8725544997205
826,3643-AHCFP,7,Yes,Month-to-month,Bank transfer (automatic),95.6,644.35,1,92.05,80.88075313807532
827,9146-JRIOX,14,Yes,Month-to-month,Mailed check,25.55,372.45,0,26.603571428571428,174.92759295499022
828,3104-OWCGK,60,Yes,One year,Electronic check,90.95,5453.4,1,90.89,719.5250137438152
829,5337-IIWKZ,34,No,Month-to-month,Electronic check,44.85,1442.6,0,42.42941176470588,385.9799331103678
830,9101-BWFSS,50,Yes,One year,Electronic check,108.55,5610.7,1,112.214,620.2524182404421
831,9650-VBUOG,38,Yes,Two year,Credit card (automatic),25.05,963.95,0,25.367105263157896,461.77245508982037
832,3487-EARAT,70,Yes,One year,Credit card (automatic),74.1,5222.3,0,74.60428571428572,845.7165991902834
833,2672-TGEFF,37,Yes,Month-to-month,Electronic check,88.8,3340.55,0,90.28513513513514,451.42567567567573
834,9231-ZJYAM,4,Yes,Month-to-month,Electronic check,78.85,292.8,1,73.2,44.56055802155993
835,4250-WAROZ,60,Yes,Month-to-month,Electronic check,93.25,5774.55,0,96.2425,743.1056300268096
836,8184-WMOFI,62,Yes,One year,Credit card (automatic),71.4,4487.3,0,72.3758064516129,754.1680672268908
837,6982-SSHFK,1,Yes,Month-to-month,Mailed check,44.4,44.4,1,44.4,12.0
838,6092-QZVPP,36,Yes,Month-to-month,Credit card (automatic),79.2,2854.95,0,79.30416666666666,432.5681818181818
839,4625-LAMOB,44,Yes,Two year,Credit card (automatic),20.4,905.55,0,20.580681818181816,532.6764705882354
840,0727-BMPLR,55,Yes,One year,Electronic check,100.0,5509.3,1,100.16909090909091,661.116
841,0392-BZIUW,72,Yes,Two year,Credit card (automatic),105.0,7589.8,0,105.41388888888889,867.4057142857143
842,1038-ZAGBI,12,Yes,One year,Bank transfer (automatic),19.8,229.6,1,19.133333333333333,139.15151515151513
843,6549-NNDYT,13,No,Month-to-month,Bank transfer (automatic),30.85,394.1,0,30.315384615384616,153.2965964343598
844,3027-ZTDHO,1,Yes,Month-to-month,Electronic check,89.9,89.9,1,89.9,12.0
845,0422-OHQHQ,15,Yes,One year,Mailed check,20.55,295.95,0,19.73,172.81751824817516
846,6916-HIJSE,65,Yes,Two year,Bank transfer (automatic),84.85,5459.2,0,83.9876923076923,772.0730701237478
847,2316-ESMLS,12,No,One year,Credit card (automatic),33.15,444.75,0,37.0625,160.99547511312218
848,9778-OGKQZ,72,Yes,Two year,Credit card (automatic),92.0,6782.15,0,94.19652777777777,884.6282608695651
849,7408-OFWXJ,72,Yes,Two year,Credit card (automatic),89.8,6510.45,0,90.42291666666667,869.9933184855233
850,6007-TCTST,72,Yes,Two year,Bank transfer (automatic),115.8,8476.5,0,117.72916666666667,878.3937823834198
851,2252-NKNSI,52,Yes,Two year,Mailed check,85.15,4461.85,0,85.8048076923077,628.7985907222549
852,8713-IGZSO,2,Yes,Month-to-month,Mailed check,24.85,62.0,0,31.0,29.93963782696177
853,7905-TVXTA,5,Yes,Month-to-month,Electronic check,64.35,352.65,0,70.53,65.76223776223776
854,7695-PKLCZ,68,Yes,Two year,Credit card (automatic),20.5,1424.9,0,20.954411764705885,834.0878048780489
855,2382-BCKQJ,62,Yes,One year,Electronic check,100.15,6413.65,1,103.44596774193548,768.4852720918622
856,8374-UULRV,72,Yes,Two year,Credit card (automatic),86.05,6309.65,0,87.63402777777777,879.9047065659499
857,2207-NHRJK,1,Yes,Month-to-month,Electronic check,50.8,50.8,1,50.8,12.0
858,3224-DFQNQ,66,Yes,One year,Electronic check,89.0,5898.6,0,89.37272727272727,795.3168539325843
859,5275-PMFUT,72,No,Two year,Credit card (automatic),64.8,4719.75,0,65.55208333333333,874.0277777777778
860,4795-UXVCJ,26,Yes,One year,Credit card (automatic),19.8,457.3,0,17.588461538461537,277.1515151515151
861,9777-IQHWP,64,Yes,Two year,Bank transfer (automatic),93.4,5822.3,0,90.9734375,748.0471092077088
862,0947-MUGVO,20,Yes,Month-to-month,Electronic check,73.65,1463.5,1,73.175,238.45213849287168
863,9944-HKVVB,3,Yes,Month-to-month,Electronic check,95.1,307.4,1,102.46666666666665,38.78864353312303
864,4124-MMETB,22,Yes,Month-to-month,Credit card (automatic),94.65,2104.55,1,95.66136363636365,266.8209191759113
865,3671-SHRSP,4,Yes,Month-to-month,Mailed check,80.6,319.15,1,79.7875,47.516129032258064
866,0979-MOZQI,62,No,Two year,Bank transfer (automatic),39.0,2337.45,0,37.7008064516129,719.2153846153846
867,2732-ISEZX,5,Yes,Month-to-month,Mailed check,20.5,104.3,0,20.86,61.05365853658537
868,3313-QKNKB,59,Yes,One year,Electronic check,85.55,5084.65,1,86.18050847457627,713.218001168907
869,0323-XWWTN,3,Yes,Two year,Mailed check,26.4,121.25,0,40.416666666666664,55.11363636363636
870,1937-OTUKY,72,Yes,Two year,Bank transfer (automatic),98.2,7015.9,0,97.44305555555555,857.3401221995927
871,1573-LGXBA,57,Yes,One year,Credit card (automatic),97.55,5598.0,0,98.21052631578948,688.6314710404921
872,1764-VUUMT,66,Yes,Two year,Credit card (automatic),19.95,1269.1,0,19.228787878787877,763.3684210526316
873,5073-WXOYN,60,No,Month-to-month,Electronic check,50.8,3027.4,1,50.45666666666667,715.1338582677166
874,4713-ZBURT,45,Yes,Two year,Bank transfer (automatic),99.7,4634.35,0,102.98555555555556,557.7953861584755
875,3050-GBUSH,3,No,Month-to-month,Credit card (automatic),34.8,113.95,0,37.983333333333334,39.293103448275865
876,0207-MDKNV,15,Yes,Month-to-month,Electronic check,105.1,1582.75,1,105.51666666666667,180.71360608943863
877,7876-AEHIG,51,No,One year,Bank transfer (automatic),60.15,3077.0,0,60.333333333333336,613.8653366583542
878,7945-HLKEA,60,Yes,One year,Electronic check,64.75,4039.5,0,67.325,748.6332046332046
879,9342-VNIMQ,33,Yes,Month-to-month,Bank transfer (automatic),54.65,1665.2,0,50.46060606060606,365.64318389752975
880,9851-KIELU,10,Yes,Month-to-month,Electronic check,110.1,1043.3,1,104.33,113.71117166212534
881,3523-BRGUW,26,Yes,One year,Credit card (automatic),19.3,504.2,0,19.392307692307693,313.49222797927456
882,3908-BLSYF,6,Yes,Month-to-month,Electronic check,83.9,497.55,1,82.925,71.16328963051251
883,3199-NPKCN,67,Yes,One year,Electronic check,111.25,7511.65,0,112.1141791044776,810.2453932584269
884,5170-PTRKA,49,No,One year,Credit card (automatic),35.8,1782.0,0,36.36734693877551,597.31843575419
885,4661-NJEUX,1,Yes,Month-to-month,Mailed check,20.05,20.05,0,20.05,12.0
886,2123-AGEEN,7,Yes,Month-to-month,Electronic check,84.35,609.65,0,87.09285714285714,86.73147599288679
887,1258-YMZNM,27,Yes,One year,Bank transfer (automatic),110.5,2857.6,0,105.83703703703704,310.3276018099548
888,0048-LUMLS,37,Yes,One year,Credit card (automatic),91.2,3247.55,0,87.77162162162162,427.30921052631584
889,7549-MYGPK,63,Yes,Month-to-month,Electronic check,100.55,6215.35,1,98.65634920634922,741.7623073097963
890,5898-IGSLP,31,Yes,Month-to-month,Electronic check,89.3,2823.0,0,91.06451612903226,379.35050391937295
891,3804-RVTGV,50,Yes,Month-to-month,Bank transfer (automatic),103.85,5017.9,1,100.35799999999999,579.824747231584
892,6259-WJQLC,32,Yes,Month-to-month,Credit card (automatic),81.1,2619.25,0,81.8515625,387.55856966707773
893,9227-LUNBG,1,No,Month-to-month,Electronic check,24.6,24.6,1,24.6,12.0
894,7997-EASSD,63,Yes,One year,Credit card (automatic),81.2,4965.1,0,78.81111111111112,733.7586206896552
895,0730-KOAVE,30,Yes,Month-to-month,Credit card (automatic),94.3,2679.7,0,89.32333333333332,341.00106044538705
896,8975-SKGRX,71,Yes,Two year,Bank transfer (automatic),116.1,8310.55,0,117.04999999999998,858.9715762273901
897,0678-RLHVP,53,Yes,Two year,Electronic check,105.55,5682.25,0,107.2122641509434,646.0161061108479
898,4315-MURBD,12,Yes,Month-to-month,Bank transfer (automatic),98.9,1120.95,1,93.41250000000001,136.010111223458
899,2267-FPIMA,50,Yes,Month-to-month,Credit card (automatic),94.4,4914.9,0,98.29799999999999,624.7754237288135
900,1051-GEJLJ,2,Yes,Month-to-month,Mailed check,19.5,27.55,0,13.775,16.953846153846154
901,9734-YWGEX,9,Yes,Month-to-month,Credit card (automatic),98.3,923.5,1,102.61111111111111,112.73652085452696
902,2719-BDAQO,17,Yes,Month-to-month,Electronic check,93.85,1625.65,1,95.62647058823529,207.86148108684074
903,5285-MVEHD,56,Yes,One year,Credit card (automatic),105.6,6068.65,0,108.36874999999999,689.6193181818182
904,0379-DJQHR,67,Yes,Two year,Credit card (automatic),81.35,5398.6,0,80.57611940298509,796.3515673017826
905,0781-LKXBR,9,Yes,Month-to-month,Electronic check,100.5,918.6,1,102.06666666666666,109.68358208955223
906,5543-QDCRY,4,Yes,Month-to-month,Electronic check,56.4,234.85,0,58.7125,49.968085106382986
907,0297-RBCSG,19,Yes,One year,Bank transfer (automatic),65.35,1231.85,0,64.83421052631579,226.20045906656466
908,4694-PHWFW,8,Yes,Month-to-month,Mailed check,19.95,170.9,0,21.3625,102.796992481203
909,0835-JKADZ,71,Yes,Two year,Electronic check,111.25,7984.15,0,112.45281690140844,861.2116853932584
910,1907-UBQFC,10,Yes,Month-to-month,Electronic check,72.85,688.65,1,68.865,113.43582704186687
911,7508-SMHXL,15,Yes,Month-to-month,Credit card (automatic),89.0,1288.3,0,85.88666666666667,173.70337078651684
912,3865-YIOTT,72,Yes,One year,Bank transfer (automatic),106.1,7848.5,0,109.00694444444444,887.6720075400565
913,5993-BQHEA,12,Yes,One year,Credit card (automatic),20.05,267.0,0,22.25,159.8004987531172
914,6024-RUGGH,72,Yes,Two year,Bank transfer (automatic),25.2,1798.9,0,24.984722222222224,856.6190476190477
915,6513-EECDB,1,Yes,Month-to-month,Electronic check,73.55,73.55,1,73.55,12.0
916,3956-CJUST,23,Yes,Month-to-month,Bank transfer (automatic),75.4,1643.55,0,71.45869565217392,261.5729442970822
917,4079-WWQQQ,72,No,Two year,Bank transfer (automatic),65.55,4807.45,0,66.77013888888888,880.0823798627002
918,6103-BOCOU,26,Yes,Month-to-month,Electronic check,80.7,2193.0,0,84.34615384615384,326.09665427509293
919,5149-TGWDZ,21,Yes,One year,Mailed check,104.55,2239.4,0,106.63809523809525,257.0329985652798
920,7471-WNSUF,60,Yes,One year,Bank transfer (automatic),24.15,1505.9,0,25.098333333333336,748.2732919254659
921,8942-DBMHZ,12,Yes,Month-to-month,Mailed check,20.45,255.35,0,21.279166666666665,149.83863080684597
922,4301-VVZKA,16,Yes,Month-to-month,Electronic check,75.4,1189.4,0,74.3375,189.29442970822282
923,9199-PWQVC,63,Yes,One year,Credit card (automatic),79.7,4786.15,0,75.97063492063492,720.6248431618569
924,4824-GUCBY,22,Yes,Month-to-month,Electronic check,81.7,1820.9,0,82.76818181818182,267.4516523867809
925,5393-HJZSM,32,Yes,Month-to-month,Bank transfer (automatic),76.3,2404.15,0,75.1296875,378.11009174311926
926,7074-IEVOJ,3,Yes,Month-to-month,Electronic check,79.4,205.05,1,68.35000000000001,30.989924433249367
927,9625-QSTYE,13,Yes,Month-to-month,Electronic check,81.15,952.3,1,73.25384615384615,140.82070240295747
928,0862-PRCBS,68,Yes,Two year,Credit card (automatic),103.75,7039.45,0,103.52132352941176,814.2014457831324
929,8812-ZRHFP,30,Yes,One year,Electronic check,86.45,2538.05,0,84.60166666666667,352.30306535569696
930,5146-CBVOE,16,Yes,Month-to-month,Bank transfer (automatic),75.1,1212.85,0,75.803125,193.797603195739
931,0454-OKRCT,33,Yes,Two year,Bank transfer (automatic),80.6,2651.1,0,80.33636363636363,394.7047146401985
932,5787-KXGIY,72,Yes,Two year,Credit card (automatic),19.3,1304.8,0,18.12222222222222,811.2746113989638
933,4750-ZRXIU,4,Yes,Month-to-month,Electronic check,84.6,360.1,1,90.025,51.07801418439716
934,4198-VFOEA,12,No,One year,Mailed check,33.6,435.45,0,36.2875,155.5178571428571
935,6630-UJZMY,4,Yes,Month-to-month,Electronic check,83.25,308.05,0,77.0125,44.40360360360361
936,5709-LVOEQ,0,Yes,Two year,Mailed check,80.85,,0,,
937,6400-BWQKW,6,Yes,Month-to-month,Electronic check,79.05,434.5,1,72.41666666666667,65.95825426944972
938,2692-AQCPF,65,Yes,One year,Credit card (automatic),108.05,7118.9,0,109.52153846153846,790.6228597871357
939,0347-UBKUZ,15,Yes,Month-to-month,Mailed check,19.9,320.45,0,21.363333333333333,193.2361809045226
940,0835-DUUIQ,24,Yes,One year,Bank transfer (automatic),21.05,531.55,0,22.147916666666664,303.021377672209
941,0811-GSDTP,13,No,Month-to-month,Electronic check,30.15,382.2,0,29.4,152.11940298507463
942,7567-ECMCM,24,Yes,Month-to-month,Credit card (automatic),79.85,2001.0,0,83.375,300.71383844708834
943,6115-ZTBFQ,72,No,Two year,Bank transfer (automatic),65.5,4919.7,0,68.32916666666667,901.3190839694656
944,6353-BRMMA,54,Yes,Month-to-month,Bank transfer (automatic),104.1,5645.8,0,104.55185185185185,650.8126801152738
945,6680-WKXRZ,3,Yes,Month-to-month,Bank transfer (automatic),74.4,215.8,1,71.93333333333334,34.806451612903224
946,6231-WFGFH,4,Yes,Month-to-month,Mailed check,20.5,77.6,0,19.4,45.42439024390244
947,9904-EHEVJ,32,Yes,Month-to-month,Mailed check,91.35,2896.55,0,90.5171875,380.4991789819377
948,7028-DVOIQ,35,Yes,Month-to-month,Electronic check,99.05,3395.8,1,97.02285714285715,411.40434124179706
949,6169-PPETC,35,Yes,Two year,Bank transfer (automatic),20.5,759.35,0,21.695714285714285,444.49756097560976
950,4208-UFFGW,2,Yes,Month-to-month,Mailed check,44.95,85.15,1,42.575,22.731924360400445
951,8584-KMVXD,8,Yes,Month-to-month,Electronic check,75.6,535.55,0,66.94375,85.0079365079365
952,8467-WYNSR,22,Yes,Month-to-month,Mailed check,55.1,1253.15,0,56.96136363636364,272.91833030852996
953,0851-DFJKB,15,Yes,Month-to-month,Electronic check,58.95,955.15,0,63.67666666666666,194.43256997455472
954,5382-SOYZL,22,Yes,Month-to-month,Electronic check,95.1,2162.6,0,98.3,272.8832807570978
955,9448-REEVD,1,Yes,Month-to-month,Credit card (automatic),44.7,44.7,1,44.7,12.0
956,3261-CQXOL,71,Yes,Two year,Bank transfer (automatic),25.45,1813.35,0,25.54014084507042,855.0176817288801
957,8388-FYNPZ,4,Yes,Month-to-month,Electronic check,56.75,245.15,0,61.2875,51.837885462555064
958,4002-BQWPQ,25,Yes,Month-to-month,Bank transfer (automatic),81.75,2028.8,0,81.152,297.80550458715595
959,5651-YLPRD,32,Yes,Month-to-month,Electronic check,86.1,2723.75,0,85.1171875,379.616724738676
960,2826-DXLQO,7,No,Month-to-month,Bank transfer (automatic),29.8,220.45,0,31.49285714285714,88.7718120805369
961,4378-BZYFP,17,Yes,One year,Mailed check,20.5,365.8,0,21.51764705882353,214.12682926829268
962,9489-UTFKA,8,Yes,Month-to-month,Bank transfer (automatic),60.9,551.95,0,68.99375,108.75862068965517
963,4849-PYRLQ,56,Yes,Two year,Bank transfer (automatic),73.25,4054.2,0,72.39642857142857,664.1692832764505
964,9117-SHLZX,1,Yes,Month-to-month,Mailed check,45.7,45.7,1,45.7,12.0
965,9889-TMAHG,8,Yes,Month-to-month,Credit card (automatic),100.3,832.35,1,104.04375,99.58325024925225
966,4541-RMRLG,7,Yes,Month-to-month,Electronic check,19.25,112.3,1,16.04285714285714,70.0051948051948
967,7764-BDPEE,3,Yes,Month-to-month,Mailed check,20.85,60.65,0,20.216666666666665,34.906474820143885
968,3429-IFLEM,71,Yes,Two year,Credit card (automatic),77.35,5550.1,0,78.17042253521127,861.0368455074338
969,3158-MOERK,2,Yes,Month-to-month,Electronic check,96.0,174.8,1,87.4,21.85
970,7294-TMAOP,1,Yes,Month-to-month,Electronic check,90.55,90.55,1,90.55,12.0
971,5002-GCQFH,49,Yes,Month-to-month,Bank transfer (automatic),93.85,4733.1,0,96.59387755102041,605.19126265317
972,0556-FJEGU,58,Yes,Two year,Bank transfer (automatic),70.1,4048.95,0,69.80948275862069,693.1155492154066
973,8919-FYFQZ,44,No,Month-to-month,Electronic check,30.35,1359.7,1,30.902272727272727,537.6079077429983
974,0604-THJFP,59,Yes,Two year,Credit card (automatic),75.95,4542.35,0,76.98898305084747,717.685319289006
975,2834-JRTUA,71,Yes,Two year,Electronic check,108.05,7532.15,1,106.08661971830985,836.5182785747338
976,5875-YPQFJ,1,Yes,Month-to-month,Electronic check,69.9,69.9,1,69.9,12.0
977,5879-SESNB,11,Yes,Month-to-month,Electronic check,75.25,888.65,0,80.78636363636363,141.71162790697673
978,6646-QVXLR,62,Yes,One year,Electronic check,103.75,6383.35,1,102.95725806451614,738.3151807228916
979,6461-PPAXN,35,Yes,One year,Bank transfer (automatic),54.95,1916.0,0,54.74285714285714,418.41674249317555
980,3318-ISQFQ,20,Yes,Month-to-month,Bank transfer (automatic),19.5,413.0,0,20.65,254.15384615384613
981,1106-HRLKZ,40,Yes,Two year,Mailed check,19.6,808.95,0,20.223750000000003,495.2755102040817
982,2483-XSSMZ,39,Yes,One year,Electronic check,47.85,1886.4,0,48.369230769230775,473.07836990595615
983,8603-IJWDN,1,Yes,Month-to-month,Electronic check,86.6,86.6,1,86.6,12.0
984,8165-ZJRNM,72,Yes,Two year,Bank transfer (automatic),23.75,1679.25,0,23.322916666666668,848.4631578947368
985,9369-XFEHK,33,Yes,Month-to-month,Bank transfer (automatic),80.6,2656.5,1,80.5,395.5086848635236
986,2604-XVDAM,12,Yes,Month-to-month,Bank transfer (automatic),43.8,540.95,0,45.07916666666667,148.20547945205482
987,3717-OFRTN,1,Yes,Month-to-month,Bank transfer (automatic),19.75,19.75,0,19.75,12.0
988,9046-JBFWA,27,Yes,Month-to-month,Mailed check,19.15,537.35,0,19.901851851851852,336.7206266318538
989,3280-NMUVX,34,Yes,One year,Credit card (automatic),19.6,678.8,0,19.96470588235294,415.59183673469386
990,1206-EHBDD,56,Yes,Two year,Bank transfer (automatic),80.3,4513.65,0,80.60089285714285,674.5180572851805
991,8361-LBRDI,58,Yes,Two year,Credit card (automatic),24.35,1423.85,0,24.54913793103448,701.6919917864475
992,4883-KCPZJ,22,Yes,Two year,Credit card (automatic),25.25,555.4,0,25.245454545454546,263.9524752475247
993,9108-EQPNQ,10,Yes,Two year,Credit card (automatic),26.1,225.55,0,22.555,103.70114942528735
994,7277-KAMWT,13,Yes,Two year,Credit card (automatic),20.0,268.45,0,20.65,161.07
995,3842-IYKUE,35,Yes,Month-to-month,Credit card (automatic),85.3,2917.5,1,83.35714285714286,410.4337631887456
996,6641-XRPSU,34,Yes,Month-to-month,Credit card (automatic),70.0,2416.1,1,71.06176470588235,414.1885714285714
997,1374-DMZUI,4,Yes,Month-to-month,Electronic check,94.3,424.45,1,106.1125,54.01272534464475
998,2545-LXYVJ,72,Yes,Two year,Bank transfer (automatic),20.7,1492.1,0,20.72361111111111,864.9855072463769
999,3234-VKACU,2,Yes,Month-to-month,Electronic check,70.3,132.4,0,66.2,22.600284495021338
1000,8357-EQXFO,7,Yes,Month-to-month,Electronic check,95.35,660.9,1,94.41428571428571,83.17566858940745
1001,1989-PRJHP,27,Yes,Month-to-month,Electronic check,75.5,1893.95,1,70.1462962962963,301.0251655629139
1002,8120-JDCAM,4,Yes,Month-to-month,Mailed check,69.55,284.9,0,71.225,49.15600287562904
1003,8917-FAEMR,37,Yes,Two year,Mailed check,19.85,784.25,0,21.195945945945947,474.1057934508816
1004,7047-YXDMZ,21,Yes,Month-to-month,Mailed check,20.0,417.7,0,19.89047619047619,250.61999999999998
1005,2858-EIMXH,53,Yes,One year,Credit card (automatic),95.85,5016.25,0,94.64622641509433,628.0125195618155
1006,9524-EGPJC,18,Yes,Month-to-month,Electronic check,90.1,1612.75,1,89.59722222222223,214.79467258601557
1007,6993-OHLXR,2,Yes,Month-to-month,Electronic check,68.95,119.75,1,59.875,20.841189267585204
1008,8818-XYFCQ,32,Yes,Month-to-month,Credit card (automatic),99.55,3204.65,1,100.1453125,386.2963335007534
1009,6419-ZTTLE,23,Yes,One year,Electronic check,20.75,485.2,0,21.09565217391304,280.5975903614458
1010,0929-HYQEW,3,Yes,Month-to-month,Mailed check,50.15,160.85,0,53.61666666666667,38.48853439680957
1011,6614-YOLAC,71,No,Two year,Mailed check,58.65,4145.25,0,58.38380281690141,848.1329923273659
1012,7426-RHZGU,9,Yes,Month-to-month,Bank transfer (automatic),95.9,827.45,0,91.9388888888889,103.5391032325339
1013,4065-JJAVA,1,Yes,Month-to-month,Electronic check,49.5,49.5,0,49.5,12.0
1014,4695-VADHF,18,Yes,Month-to-month,Electronic check,57.45,990.85,1,55.047222222222224,206.96605744125327
1015,3863-IUBJR,12,Yes,One year,Credit card (automatic),53.65,696.35,1,58.02916666666667,155.75396085740914
1016,7649-SIJJF,71,Yes,Two year,Mailed check,80.1,5585.4,0,78.66760563380281,836.7640449438202
1017,9361-YNQWJ,64,Yes,One year,Bank transfer (automatic),24.4,1601.2,0,25.01875,787.4754098360656
1018,3748-FVMZZ,4,No,Month-to-month,Electronic check,40.05,162.45,0,40.6125,48.67415730337079
1019,9391-TTOYH,23,Yes,Month-to-month,Mailed check,19.5,470.2,0,20.443478260869565,289.3538461538461
1020,1452-XRSJV,39,Yes,Month-to-month,Credit card (automatic),51.05,2066.0,0,52.97435897435897,485.64152791381
1021,3422-WJOYD,28,Yes,One year,Mailed check,54.35,1426.45,0,50.94464285714286,314.9475620975161
1022,8242-SOQUO,5,Yes,Month-to-month,Electronic check,84.7,392.5,0,78.5,55.608028335301064
1023,7460-ITWWP,45,Yes,Month-to-month,Electronic check,86.1,3861.45,0,85.81,538.1811846689895
1024,7147-AYBAA,37,Yes,Month-to-month,Mailed check,70.35,2552.9,0,68.9972972972973,435.46268656716427
1025,7868-TMWMZ,60,Yes,Two year,Bank transfer (automatic),110.0,6668.35,0,111.13916666666667,727.4563636363637
1026,4822-RVYBB,8,Yes,Month-to-month,Electronic check,100.6,819.4,1,102.425,97.74155069582505
1027,6732-FZUGP,47,Yes,One year,Credit card (automatic),94.9,4615.25,0,98.19680851063829,583.5932560590095
1028,8436-BJUMM,26,Yes,Month-to-month,Electronic check,83.75,2070.6,1,79.63846153846154,296.68298507462686
1029,4184-TJFAN,3,Yes,Month-to-month,Mailed check,88.3,273.75,1,91.25,37.202718006795024
1030,8329-GWVPJ,50,Yes,Month-to-month,Bank transfer (automatic),69.75,3557.7,0,71.154,612.0774193548386
1031,1352-VHKAJ,27,Yes,Month-to-month,Bank transfer (automatic),71.6,1957.1,0,72.48518518518519,328.0055865921788
1032,4145-UQXUQ,8,Yes,Month-to-month,Electronic check,92.1,729.95,1,91.24375,95.10749185667754
1033,2632-TACXW,62,Yes,Two year,Bank transfer (automatic),23.65,1416.75,0,22.850806451612904,718.8583509513742
1034,8146-QQKZH,71,Yes,Two year,Bank transfer (automatic),81.85,5924.4,0,83.44225352112676,868.5742211362249
1035,1767-CJKBA,66,Yes,Two year,Mailed check,25.1,1697.7,0,25.722727272727273,811.6494023904382
1036,6445-TNRXS,68,Yes,Two year,Bank transfer (automatic),114.7,7849.85,0,115.43897058823529,821.2571926765474
1037,4581-LNWUM,13,No,Month-to-month,Electronic check,49.15,649.4,0,49.95384615384615,158.55137334689724
1038,4869-EPIUS,56,Yes,One year,Electronic check,80.9,4557.5,0,81.38392857142857,676.0197775030902
1039,9948-YPTDG,38,Yes,Month-to-month,Electronic check,79.45,3013.05,1,79.29078947368421,455.0862177470108
1040,1236-WFCDV,14,Yes,Month-to-month,Credit card (automatic),90.45,1266.1,1,90.43571428571428,167.97346600331673
1041,1915-OAKWD,16,Yes,One year,Bank transfer (automatic),19.3,360.35,0,22.521875,224.0518134715026
1042,7296-PIXQY,14,Yes,Month-to-month,Electronic check,70.2,1046.5,0,74.75,178.88888888888889
1043,4883-QICIH,32,Yes,Month-to-month,Bank transfer (automatic),69.75,2347.9,1,73.371875,403.93978494623656
1044,3354-OADJP,8,Yes,One year,Bank transfer (automatic),54.25,447.75,0,55.96875,99.04147465437788
1045,3524-WQDSG,43,Yes,Month-to-month,Bank transfer (automatic),99.3,4209.95,0,97.90581395348836,508.7552870090634
1046,0810-DHDBD,52,Yes,One year,Credit card (automatic),74.0,3877.65,0,74.57019230769231,628.8081081081082
1047,4026-SKKHW,3,Yes,Month-to-month,Mailed check,50.25,152.3,0,50.76666666666667,36.37014925373135
1048,2829-HYVZP,29,Yes,One year,Mailed check,19.8,572.2,0,19.731034482758623,346.7878787878788
1049,8329-IBCTI,1,Yes,Month-to-month,Mailed check,19.65,19.65,1,19.65,12.0
1050,1271-SJBGZ,12,No,Month-to-month,Electronic check,43.65,526.95,1,43.9125,144.8659793814433
1051,3845-JHAMY,16,No,Month-to-month,Credit card (automatic),35.5,552.7,0,34.54375,186.82816901408452
1052,7013-PSXHK,40,Yes,One year,Mailed check,80.75,3208.65,0,80.21625,476.82724458204336
1053,5669-SRAIP,5,No,Month-to-month,Electronic check,39.5,210.75,1,42.15,64.0253164556962
1054,5981-ITEMU,40,Yes,Month-to-month,Bank transfer (automatic),97.1,3706.95,1,92.67375,458.11946446961895
1055,3486-NPGST,36,Yes,One year,Mailed check,19.55,620.75,0,17.243055555555557,381.02301790281325
1056,6941-PMGEP,5,Yes,Month-to-month,Electronic check,80.0,412.5,1,82.5,61.875
1057,1624-WOIWJ,10,Yes,Month-to-month,Mailed check,84.7,832.05,1,83.205,117.88193624557259
1058,2074-GKOWZ,2,Yes,Month-to-month,Bank transfer (automatic),89.55,185.55,1,92.775,24.864321608040207
1059,0376-YMCJC,23,Yes,Month-to-month,Electronic check,90.6,1943.2,1,84.48695652173913,257.3774834437086
1060,6100-FJZDG,26,Yes,One year,Bank transfer (automatic),20.05,505.9,0,19.457692307692305,302.78304239401496
1061,4829-ZLJTK,72,Yes,Two year,Electronic check,112.4,8046.85,0,111.76180555555555,859.0943060498221
1062,1730-VFMWO,34,Yes,Month-to-month,Bank transfer (automatic),50.2,1815.3,0,53.391176470588235,433.93625498007964
1063,7143-BQIBA,10,Yes,Month-to-month,Bank transfer (automatic),62.25,612.95,0,61.295,118.15903614457832
1064,3800-LYTRK,14,Yes,One year,Mailed check,55.7,795.15,0,56.79642857142857,171.30700179533213
